Distance_(cm),O3 ROP GasRxn Total_(mole/cm3-sec),O3 ROP GasRxn#785_(mole/cm3-sec),O3 ROP GasRxn#786_(mole/cm3-sec),O3 ROP GasRxn#787_(mole/cm3-sec),O3 ROP GasRxn#791_(mole/cm3-sec),O3 ROP GasRxn#793_(mole/cm3-sec),O3 ROP GasRxn#797_(mole/cm3-sec),O3 ROP GasRxn#800_(mole/cm3-sec),O3 ROP GasRxn#801_(mole/cm3-sec),O3 ROP GasRxn#802_(mole/cm3-sec),O3 ROP GasRxn#803_(mole/cm3-sec)
        3.600000000000000,  -1.797203000000000E-005,  -5.042381000000000E-012,   1.904185000000000E-008,  -4.140874000000000E-012,  -7.936647000000000E-013,  -3.153786000000000E-006,  -3.248056000000000E-006,  -2.357202000000000E-006,  -2.357202000000000E-006,  -2.357202000000000E-006,  -2.357202000000000E-006
        3.900000000000000,  -1.896846000000000E-005,  -7.350833000000000E-012,   1.908215000000000E-008,  -5.993832000000000E-012,  -1.150336000000000E-012,  -3.383720000000000E-006,  -3.411521000000000E-006,  -2.503963000000000E-006,  -2.503963000000000E-006,  -2.503963000000000E-006,  -2.503963000000000E-006
        4.200000000000000,  -2.005857000000000E-005,  -1.086266000000000E-011,   1.913249000000000E-008,  -8.792280000000001E-012,  -1.689489000000000E-012,  -3.636674000000000E-006,  -3.585143000000000E-006,  -2.664490000000000E-006,  -2.664490000000000E-006,  -2.664490000000000E-006,  -2.664490000000000E-006
        4.500000000000000,  -2.125112000000000E-005,  -1.628065000000000E-011,   1.918695000000000E-008,  -1.307720000000000E-011,  -2.515651000000000E-012,  -3.915259000000000E-006,  -3.769677000000000E-006,  -2.840290000000000E-006,  -2.840290000000000E-006,  -2.840290000000000E-006,  -2.840290000000000E-006
        4.800000000000000,  -2.255598000000000E-005,  -2.476121000000000E-011,   1.923968000000000E-008,  -1.973187000000000E-011,  -3.799445000000000E-012,  -4.222336000000000E-006,  -3.965914000000000E-006,  -3.033023000000000E-006,  -3.033023000000000E-006,  -3.033023000000000E-006,  -3.033023000000000E-006
        5.100000000000000,  -2.398398000000000E-005,  -3.823508000000000E-011,   1.928473000000000E-008,  -3.021914000000000E-011,  -5.823316000000000E-012,  -4.561019000000000E-006,  -4.174625000000000E-006,  -3.244515000000000E-006,  -3.244515000000000E-006,  -3.244515000000000E-006,  -3.244515000000000E-006
        5.400000000000000,  -2.554662000000000E-005,  -5.997252000000000E-011,   1.931604000000000E-008,  -4.699609000000000E-011,  -9.061258000000000E-012,  -4.934666000000000E-006,  -4.396523000000000E-006,  -3.476745000000000E-006,  -3.476745000000000E-006,  -3.476745000000000E-006,  -3.476745000000000E-006
        5.700000000000000,  -2.725651000000000E-005,  -9.559295000000000E-011,   1.932702000000000E-008,  -7.424818000000000E-011,  -1.431966000000000E-011,  -5.346929000000000E-006,  -4.632191000000000E-006,  -3.731839000000000E-006,  -3.731839000000000E-006,  -3.731839000000000E-006,  -3.731839000000000E-006
        6.000000000000000,  -2.912597000000000E-005,  -1.548910000000000E-010,   1.931130000000000E-008,  -1.192048000000000E-010,  -2.298891000000000E-011,  -5.801432000000000E-006,  -4.882152000000000E-006,  -4.012027000000000E-006,  -4.012027000000000E-006,  -4.012027000000000E-006,  -4.012027000000000E-006
        6.300000000000000,  -3.116783000000000E-005,  -2.551786000000000E-010,   1.926218000000000E-008,  -1.945243000000000E-010,  -3.749778000000000E-011,  -6.301907000000000E-006,  -5.146727000000000E-006,  -4.319603000000000E-006,  -4.319603000000000E-006,  -4.319603000000000E-006,  -4.319603000000000E-006
